id,timestamp,datetime,device_id,package_name,app_name,uid,bytes_rx,bytes_tx,bytes_total,network_type,is_system_app
82435,1779617414936,2026-05-24T18:10:14.936277,device-uuid-tester-105,com.instagram.android,Instagram,10246,35637313,8909328,44546641,WIFI,0
13506,1779621734936,2026-05-24T19:22:14.936277,device-uuid-tester-105,com.tencent.ig,PUBG Mobile,10352,5707503,1426875,7134379,WIFI,0
96383,1779626054936,2026-05-24T20:34:14.936277,device-uuid-tester-105,com.chrome.android,Chrome,10080,34968894,8742223,43711118,MOBILE,0
37789,1779630374936,2026-05-24T21:46:14.936277,device-uuid-tester-105,com.instagram.android,Instagram,10246,7771576,1942894,9714470,WIFI,0
68006,1779634694936,2026-05-24T22:58:14.936277,device-uuid-tester-105,com.tencent.ig,PUBG Mobile,10352,1119493,279873,1399366,MOBILE,0
27485,1779639014936,2026-05-25T00:10:14.936277,device-uuid-tester-105,com.chrome.android,Chrome,10080,26751526,6687881,33439408,MOBILE,0
87935,1779643334936,2026-05-25T01:22:14.936277,device-uuid-tester-105,com.chrome.android,Chrome,10080,6503012,1625753,8128765,WIFI,0
17545,1779647654936,2026-05-25T02:34:14.936277,device-uuid-tester-105,com.chrome.android,Chrome,10080,30538282,7634570,38172853,WIFI,0
15846,1779651974936,2026-05-25T03:46:14.936277,device-uuid-tester-105,com.google.android.youtube,YouTube,10101,25223325,6305831,31529157,MOBILE,0
24758,1779656294936,2026-05-25T04:58:14.936277,device-uuid-tester-105,com.chrome.android,Chrome,10080,11533804,2883451,14417255,MOBILE,0
98462,1779660614936,2026-05-25T06:10:14.936277,device-uuid-tester-105,com.tencent.ig,PUBG Mobile,10352,12281289,3070322,15351611,WIFI,0
80584,1779664934936,2026-05-25T07:22:14.936277,device-uuid-tester-105,com.facebook.katana,Facebook,10245,3577050,894262,4471313,WIFI,0
68244,1779669254936,2026-05-25T08:34:14.936277,device-uuid-tester-105,com.tencent.ig,PUBG Mobile,10352,36016030,9004007,45020037,MOBILE,0
31326,1779673574936,2026-05-25T09:46:14.936277,device-uuid-tester-105,com.facebook.katana,Facebook,10245,36364272,9091068,45455340,WIFI,0
65179,1779677894936,2026-05-25T10:58:14.936277,device-uuid-tester-105,com.facebook.katana,Facebook,10245,5337963,1334490,6672454,MOBILE,0
82163,1779682214936,2026-05-25T12:10:14.936277,device-uuid-tester-105,com.spotify.music,Spotify,10299,3222144,805536,4027680,WIFI,0
95634,1779686534936,2026-05-25T13:22:14.936277,device-uuid-tester-105,com.chrome.android,Chrome,10080,6519432,1629858,8149290,MOBILE,0
49655,1779690854936,2026-05-25T14:34:14.936277,device-uuid-tester-105,com.facebook.katana,Facebook,10245,658996,164749,823746,MOBILE,0
32877,1779695174936,2026-05-25T15:46:14.936277,device-uuid-tester-105,com.spotify.music,Spotify,10299,3385365,846341,4231706,MOBILE,0
84615,1779699494936,2026-05-25T16:58:14.936277,device-uuid-tester-105,com.chrome.android,Chrome,10080,11437543,2859385,14296928,WIFI,0
35557,1779703814936,2026-05-25T18:10:14.936277,device-uuid-tester-105,com.spotify.music,Spotify,10299,17240070,4310017,21550088,MOBILE,0
40518,1779708134936,2026-05-25T19:22:14.936277,device-uuid-tester-105,com.spotify.music,Spotify,10299,26356348,6589087,32945435,MOBILE,0
44433,1779712454936,2026-05-25T20:34:14.936277,device-uuid-tester-105,com.facebook.katana,Facebook,10245,30721752,7680438,38402190,MOBILE,0
47331,1779716774936,2026-05-25T21:46:14.936277,device-uuid-tester-105,com.instagram.android,Instagram,10246,33309894,8327473,41637367,MOBILE,0
11455,1779721094936,2026-05-25T22:58:14.936277,device-uuid-tester-105,com.spotify.music,Spotify,10299,1129133,282283,1411416,WIFI,0
39322,1779725414936,2026-05-26T00:10:14.936277,device-uuid-tester-105,com.instagram.android,Instagram,10246,4471837,1117959,5589796,WIFI,0
28712,1779729734936,2026-05-26T01:22:14.936277,device-uuid-tester-105,com.google.android.youtube,YouTube,10101,32867982,8216995,41084978,WIFI,0
27007,1779734054936,2026-05-26T02:34:14.936277,device-uuid-tester-105,com.tencent.ig,PUBG Mobile,10352,33990674,8497668,42488342,MOBILE,0
84032,1779738374936,2026-05-26T03:46:14.936277,device-uuid-tester-105,com.facebook.katana,Facebook,10245,26534357,6633589,33167946,WIFI,0
50874,1779742694936,2026-05-26T04:58:14.936277,device-uuid-tester-105,com.spotify.music,Spotify,10299,13768812,3442203,17211015,WIFI,0
30901,1779747014936,2026-05-26T06:10:14.936277,device-uuid-tester-105,com.tencent.ig,PUBG Mobile,10352,28511721,7127930,35639652,MOBILE,0
38512,1779751334936,2026-05-26T07:22:14.936277,device-uuid-tester-105,com.spotify.music,Spotify,10299,31514634,7878658,39393292,WIFI,0
47807,1779755654936,2026-05-26T08:34:14.936277,device-uuid-tester-105,com.instagram.android,Instagram,10246,14858106,3714526,18572633,WIFI,0
36764,1779759974936,2026-05-26T09:46:14.936277,device-uuid-tester-105,com.instagram.android,Instagram,10246,18042860,4510715,22553575,WIFI,0
21551,1779764294936,2026-05-26T10:58:14.936277,device-uuid-tester-105,com.instagram.android,Instagram,10246,32522153,8130538,40652691,MOBILE,0
48346,1779768614936,2026-05-26T12:10:14.936277,device-uuid-tester-105,com.facebook.katana,Facebook,10245,20873967,5218491,26092459,WIFI,0
27146,1779772934936,2026-05-26T13:22:14.936277,device-uuid-tester-105,com.chrome.android,Chrome,10080,16077575,4019393,20096969,MOBILE,0
22697,1779777254936,2026-05-26T14:34:14.936277,device-uuid-tester-105,com.google.android.youtube,YouTube,10101,36031973,9007993,45039966,MOBILE,0
55366,1779781574936,2026-05-26T15:46:14.936277,device-uuid-tester-105,com.google.android.youtube,YouTube,10101,19127104,4781776,23908880,MOBILE,0
85740,1779785894936,2026-05-26T16:58:14.936277,device-uuid-tester-105,com.google.android.youtube,YouTube,10101,33562682,8390670,41953353,WIFI,0
50083,1779790214936,2026-05-26T18:10:14.936277,device-uuid-tester-105,com.instagram.android,Instagram,10246,32786865,8196716,40983581,MOBILE,0
10634,1779794534936,2026-05-26T19:22:14.936277,device-uuid-tester-105,com.facebook.katana,Facebook,10245,19839947,4959986,24799933,WIFI,0
83670,1779798854936,2026-05-26T20:34:14.936277,device-uuid-tester-105,com.spotify.music,Spotify,10299,28137022,7034255,35171278,MOBILE,0
98181,1779803174936,2026-05-26T21:46:14.936277,device-uuid-tester-105,com.spotify.music,Spotify,10299,27078677,6769669,33848346,WIFI,0
47846,1779807494936,2026-05-26T22:58:14.936277,device-uuid-tester-105,com.chrome.android,Chrome,10080,6929941,1732485,8662426,MOBILE,0
48349,1779811814936,2026-05-27T00:10:14.936277,device-uuid-tester-105,com.facebook.katana,Facebook,10245,9540711,2385177,11925888,WIFI,0
47152,1779816134936,2026-05-27T01:22:14.936277,device-uuid-tester-105,com.google.android.youtube,YouTube,10101,21995886,5498971,27494858,WIFI,0
57191,1779820454936,2026-05-27T02:34:14.936277,device-uuid-tester-105,com.chrome.android,Chrome,10080,35083112,8770778,43853890,MOBILE,0
34075,1779824774936,2026-05-27T03:46:14.936277,device-uuid-tester-105,com.chrome.android,Chrome,10080,3812130,953032,4765162,WIFI,0
35549,1779829094936,2026-05-27T04:58:14.936277,device-uuid-tester-105,com.facebook.katana,Facebook,10245,31793474,7948368,39741843,WIFI,0
59046,1779833414936,2026-05-27T06:10:14.936277,device-uuid-tester-105,com.instagram.android,Instagram,10246,10650573,2662643,13313217,MOBILE,0
69127,1779837734936,2026-05-27T07:22:14.936277,device-uuid-tester-105,com.tencent.ig,PUBG Mobile,10352,19121147,4780286,23901434,WIFI,0
43450,1779842054936,2026-05-27T08:34:14.936277,device-uuid-tester-105,com.facebook.katana,Facebook,10245,26960046,6740011,33700057,MOBILE,0
62377,1779846374936,2026-05-27T09:46:14.936277,device-uuid-tester-105,com.tencent.ig,PUBG Mobile,10352,36617011,9154252,45771263,MOBILE,0
20842,1779850694936,2026-05-27T10:58:14.936277,device-uuid-tester-105,com.spotify.music,Spotify,10299,28347699,7086924,35434624,WIFI,0
65456,1779855014936,2026-05-27T12:10:14.936277,device-uuid-tester-105,com.instagram.android,Instagram,10246,20531652,5132913,25664566,MOBILE,0
60285,1779859334936,2026-05-27T13:22:14.936277,device-uuid-tester-105,com.instagram.android,Instagram,10246,8655191,2163797,10818989,WIFI,0
10473,1779863654936,2026-05-27T14:34:14.936277,device-uuid-tester-105,com.instagram.android,Instagram,10246,23540021,5885005,29425026,WIFI,0
11033,1779867974936,2026-05-27T15:46:14.936277,device-uuid-tester-105,com.chrome.android,Chrome,10080,22064889,5516222,27581111,WIFI,0
81280,1779872294936,2026-05-27T16:58:14.936277,device-uuid-tester-105,com.facebook.katana,Facebook,10245,1420176,355044,1775220,MOBILE,0
26924,1779876614936,2026-05-27T18:10:14.936277,device-uuid-tester-105,com.tencent.ig,PUBG Mobile,10352,14177574,3544393,17721968,WIFI,0
