id,timestamp,datetime,device_id,package_name,app_name,uid,bytes_rx,bytes_tx,bytes_total,network_type,is_system_app
82080,1779615694731,2026-05-24T17:41:34.731251,device-uuid-tester-104,com.google.android.youtube,YouTube,10101,32144313,8036078,40180391,MOBILE,0
96259,1779620014731,2026-05-24T18:53:34.731251,device-uuid-tester-104,com.instagram.android,Instagram,10246,13311863,3327965,16639829,MOBILE,0
73367,1779624334731,2026-05-24T20:05:34.731251,device-uuid-tester-104,com.chrome.android,Chrome,10080,31194205,7798551,38992756,MOBILE,0
96930,1779628654731,2026-05-24T21:17:34.731251,device-uuid-tester-104,com.tencent.ig,PUBG Mobile,10352,34753126,8688281,43441407,MOBILE,0
58976,1779632974731,2026-05-24T22:29:34.731251,device-uuid-tester-104,com.facebook.katana,Facebook,10245,25366382,6341595,31707977,MOBILE,0
60041,1779637294731,2026-05-24T23:41:34.731251,device-uuid-tester-104,com.google.android.youtube,YouTube,10101,27073672,6768418,33842090,MOBILE,0
37188,1779641614731,2026-05-25T00:53:34.731251,device-uuid-tester-104,com.chrome.android,Chrome,10080,21286165,5321541,26607706,MOBILE,0
85246,1779645934731,2026-05-25T02:05:34.731251,device-uuid-tester-104,com.facebook.katana,Facebook,10245,37531291,9382822,46914114,WIFI,0
35232,1779650254731,2026-05-25T03:17:34.731251,device-uuid-tester-104,com.instagram.android,Instagram,10246,20304505,5076126,25380632,MOBILE,0
18364,1779654574731,2026-05-25T04:29:34.731251,device-uuid-tester-104,com.chrome.android,Chrome,10080,4985054,1246263,6231318,MOBILE,0
35856,1779658894731,2026-05-25T05:41:34.731251,device-uuid-tester-104,com.google.android.youtube,YouTube,10101,37465262,9366315,46831577,MOBILE,0
59065,1779663214731,2026-05-25T06:53:34.731251,device-uuid-tester-104,com.instagram.android,Instagram,10246,14830556,3707639,18538195,WIFI,0
61847,1779667534731,2026-05-25T08:05:34.731251,device-uuid-tester-104,com.instagram.android,Instagram,10246,26492676,6623169,33115846,WIFI,0
14206,1779671854731,2026-05-25T09:17:34.731251,device-uuid-tester-104,com.instagram.android,Instagram,10246,10114989,2528747,12643737,MOBILE,0
39984,1779676174731,2026-05-25T10:29:34.731251,device-uuid-tester-104,com.chrome.android,Chrome,10080,3373700,843425,4217125,MOBILE,0
74814,1779680494731,2026-05-25T11:41:34.731251,device-uuid-tester-104,com.tencent.ig,PUBG Mobile,10352,21263957,5315989,26579947,WIFI,0
35448,1779684814731,2026-05-25T12:53:34.731251,device-uuid-tester-104,com.google.android.youtube,YouTube,10101,32590065,8147516,40737582,WIFI,0
81106,1779689134731,2026-05-25T14:05:34.731251,device-uuid-tester-104,com.spotify.music,Spotify,10299,2923615,730903,3654518,MOBILE,0
75528,1779693454731,2026-05-25T15:17:34.731251,device-uuid-tester-104,com.spotify.music,Spotify,10299,9733951,2433487,12167438,MOBILE,0
85826,1779697774731,2026-05-25T16:29:34.731251,device-uuid-tester-104,com.google.android.youtube,YouTube,10101,33826480,8456620,42283100,MOBILE,0
56528,1779702094731,2026-05-25T17:41:34.731251,device-uuid-tester-104,com.chrome.android,Chrome,10080,15211405,3802851,19014256,WIFI,0
17720,1779706414731,2026-05-25T18:53:34.731251,device-uuid-tester-104,com.chrome.android,Chrome,10080,22405811,5601452,28007264,WIFI,0
45431,1779710734731,2026-05-25T20:05:34.731251,device-uuid-tester-104,com.facebook.katana,Facebook,10245,18093170,4523292,22616463,MOBILE,0
29355,1779715054731,2026-05-25T21:17:34.731251,device-uuid-tester-104,com.spotify.music,Spotify,10299,28510145,7127536,35637681,WIFI,0
95651,1779719374731,2026-05-25T22:29:34.731251,device-uuid-tester-104,com.instagram.android,Instagram,10246,9717941,2429485,12147427,MOBILE,0
12171,1779723694731,2026-05-25T23:41:34.731251,device-uuid-tester-104,com.spotify.music,Spotify,10299,33298156,8324539,41622695,WIFI,0
20700,1779728014731,2026-05-26T00:53:34.731251,device-uuid-tester-104,com.google.android.youtube,YouTube,10101,21913757,5478439,27392196,WIFI,0
79998,1779732334731,2026-05-26T02:05:34.731251,device-uuid-tester-104,com.facebook.katana,Facebook,10245,29171879,7292969,36464849,WIFI,0
22089,1779736654731,2026-05-26T03:17:34.731251,device-uuid-tester-104,com.chrome.android,Chrome,10080,32986657,8246664,41233322,MOBILE,0
74045,1779740974731,2026-05-26T04:29:34.731251,device-uuid-tester-104,com.instagram.android,Instagram,10246,18600273,4650068,23250341,MOBILE,0
88283,1779745294731,2026-05-26T05:41:34.731251,device-uuid-tester-104,com.spotify.music,Spotify,10299,8767146,2191786,10958933,MOBILE,0
75955,1779749614731,2026-05-26T06:53:34.731251,device-uuid-tester-104,com.spotify.music,Spotify,10299,15347662,3836915,19184577,WIFI,0
54115,1779753934731,2026-05-26T08:05:34.731251,device-uuid-tester-104,com.facebook.katana,Facebook,10245,1970441,492610,2463051,MOBILE,0
84973,1779758254731,2026-05-26T09:17:34.731251,device-uuid-tester-104,com.instagram.android,Instagram,10246,10177596,2544399,12721995,WIFI,0
28008,1779762574731,2026-05-26T10:29:34.731251,device-uuid-tester-104,com.google.android.youtube,YouTube,10101,29286432,7321608,36608041,WIFI,0
72006,1779766894731,2026-05-26T11:41:34.731251,device-uuid-tester-104,com.chrome.android,Chrome,10080,34394132,8598533,42992665,WIFI,0
64872,1779771214731,2026-05-26T12:53:34.731251,device-uuid-tester-104,com.facebook.katana,Facebook,10245,27977266,6994316,34971583,WIFI,0
17372,1779775534731,2026-05-26T14:05:34.731251,device-uuid-tester-104,com.tencent.ig,PUBG Mobile,10352,35501899,8875474,44377374,WIFI,0
20178,1779779854731,2026-05-26T15:17:34.731251,device-uuid-tester-104,com.chrome.android,Chrome,10080,33835692,8458923,42294615,WIFI,0
71491,1779784174731,2026-05-26T16:29:34.731251,device-uuid-tester-104,com.facebook.katana,Facebook,10245,26545470,6636367,33181838,MOBILE,0
42078,1779788494731,2026-05-26T17:41:34.731251,device-uuid-tester-104,com.facebook.katana,Facebook,10245,26179885,6544971,32724857,WIFI,0
35265,1779792814731,2026-05-26T18:53:34.731251,device-uuid-tester-104,com.tencent.ig,PUBG Mobile,10352,8531286,2132821,10664108,MOBILE,0
66955,1779797134731,2026-05-26T20:05:34.731251,device-uuid-tester-104,com.spotify.music,Spotify,10299,28398310,7099577,35497888,WIFI,0
52550,1779801454731,2026-05-26T21:17:34.731251,device-uuid-tester-104,com.tencent.ig,PUBG Mobile,10352,31933596,7983399,39916995,WIFI,0
10394,1779805774731,2026-05-26T22:29:34.731251,device-uuid-tester-104,com.instagram.android,Instagram,10246,30504798,7626199,38130998,WIFI,0
40334,1779810094731,2026-05-26T23:41:34.731251,device-uuid-tester-104,com.instagram.android,Instagram,10246,7682756,1920689,9603445,WIFI,0
17212,1779814414731,2026-05-27T00:53:34.731251,device-uuid-tester-104,com.instagram.android,Instagram,10246,4647177,1161794,5808972,MOBILE,0
96191,1779818734731,2026-05-27T02:05:34.731251,device-uuid-tester-104,com.tencent.ig,PUBG Mobile,10352,22668467,5667116,28335584,MOBILE,0
12783,1779823054731,2026-05-27T03:17:34.731251,device-uuid-tester-104,com.chrome.android,Chrome,10080,30797177,7699294,38496471,MOBILE,0
77025,1779827374731,2026-05-27T04:29:34.731251,device-uuid-tester-104,com.instagram.android,Instagram,10246,11902528,2975632,14878161,MOBILE,0
12418,1779831694731,2026-05-27T05:41:34.731251,device-uuid-tester-104,com.instagram.android,Instagram,10246,16834917,4208729,21043646,WIFI,0
16756,1779836014731,2026-05-27T06:53:34.731251,device-uuid-tester-104,com.facebook.katana,Facebook,10245,9424559,2356139,11780698,WIFI,0
53672,1779840334731,2026-05-27T08:05:34.731251,device-uuid-tester-104,com.google.android.youtube,YouTube,10101,9652105,2413026,12065131,MOBILE,0
34294,1779844654731,2026-05-27T09:17:34.731251,device-uuid-tester-104,com.facebook.katana,Facebook,10245,35043618,8760904,43804523,MOBILE,0
53976,1779848974731,2026-05-27T10:29:34.731251,device-uuid-tester-104,com.facebook.katana,Facebook,10245,23483028,5870757,29353786,WIFI,0
43716,1779853294731,2026-05-27T11:41:34.731251,device-uuid-tester-104,com.instagram.android,Instagram,10246,9531013,2382753,11913766,MOBILE,0
39948,1779857614731,2026-05-27T12:53:34.731251,device-uuid-tester-104,com.chrome.android,Chrome,10080,1318707,329676,1648384,WIFI,0
10291,1779861934731,2026-05-27T14:05:34.731251,device-uuid-tester-104,com.spotify.music,Spotify,10299,28774236,7193559,35967795,MOBILE,0
30428,1779866254731,2026-05-27T15:17:34.731251,device-uuid-tester-104,com.facebook.katana,Facebook,10245,3147215,786803,3934018,WIFI,0
41421,1779870574731,2026-05-27T16:29:34.731251,device-uuid-tester-104,com.google.android.youtube,YouTube,10101,19252695,4813173,24065869,WIFI,0
18864,1779874894731,2026-05-27T17:41:34.731251,device-uuid-tester-104,com.tencent.ig,PUBG Mobile,10352,36223935,9055983,45279918,WIFI,0
18716,1779879214731,2026-05-27T18:53:34.731251,device-uuid-tester-104,com.google.android.youtube,YouTube,10101,11082044,2770511,13852556,WIFI,0
23377,1779883534731,2026-05-27T20:05:34.731251,device-uuid-tester-104,com.spotify.music,Spotify,10299,5040288,1260072,6300360,MOBILE,0
32559,1779887854731,2026-05-27T21:17:34.731251,device-uuid-tester-104,com.tencent.ig,PUBG Mobile,10352,17508091,4377022,21885114,MOBILE,0
72690,1779892174731,2026-05-27T22:29:34.731251,device-uuid-tester-104,com.spotify.music,Spotify,10299,32981899,8245474,41227374,MOBILE,0
93777,1779896494731,2026-05-27T23:41:34.731251,device-uuid-tester-104,com.facebook.katana,Facebook,10245,13470864,3367716,16838581,WIFI,0
41344,1779900814731,2026-05-28T00:53:34.731251,device-uuid-tester-104,com.chrome.android,Chrome,10080,17830813,4457703,22288516,WIFI,0
40178,1779905134731,2026-05-28T02:05:34.731251,device-uuid-tester-104,com.instagram.android,Instagram,10246,13139421,3284855,16424277,MOBILE,0
46088,1779909454731,2026-05-28T03:17:34.731251,device-uuid-tester-104,com.tencent.ig,PUBG Mobile,10352,3427966,856991,4284957,MOBILE,0
50314,1779913774731,2026-05-28T04:29:34.731251,device-uuid-tester-104,com.spotify.music,Spotify,10299,28452148,7113037,35565185,MOBILE,0
79535,1779918094731,2026-05-28T05:41:34.731251,device-uuid-tester-104,com.google.android.youtube,YouTube,10101,3683033,920758,4603792,WIFI,0
85597,1779922414731,2026-05-28T06:53:34.731251,device-uuid-tester-104,com.google.android.youtube,YouTube,10101,3114984,778746,3893731,WIFI,0
12598,1779926734731,2026-05-28T08:05:34.731251,device-uuid-tester-104,com.spotify.music,Spotify,10299,24312976,6078244,30391221,MOBILE,0
80312,1779931054731,2026-05-28T09:17:34.731251,device-uuid-tester-104,com.spotify.music,Spotify,10299,32629659,8157414,40787074,WIFI,0
18894,1779935374731,2026-05-28T10:29:34.731251,device-uuid-tester-104,com.instagram.android,Instagram,10246,27843207,6960801,34804009,MOBILE,0
48175,1779939694731,2026-05-28T11:41:34.731251,device-uuid-tester-104,com.google.android.youtube,YouTube,10101,3118666,779666,3898333,WIFI,0
13477,1779944014731,2026-05-28T12:53:34.731251,device-uuid-tester-104,com.chrome.android,Chrome,10080,29948703,7487175,37435878,WIFI,0
81205,1779948334731,2026-05-28T14:05:34.731251,device-uuid-tester-104,com.chrome.android,Chrome,10080,27676073,6919018,34595091,WIFI,0
56912,1779952654731,2026-05-28T15:17:34.731251,device-uuid-tester-104,com.google.android.youtube,YouTube,10101,18567153,4641788,23208941,WIFI,0
14005,1779956974731,2026-05-28T16:29:34.731251,device-uuid-tester-104,com.facebook.katana,Facebook,10245,2912253,728063,3640317,WIFI,0
32356,1779961294731,2026-05-28T17:41:34.731251,device-uuid-tester-104,com.google.android.youtube,YouTube,10101,9973444,2493361,12466805,MOBILE,0
96104,1779965614731,2026-05-28T18:53:34.731251,device-uuid-tester-104,com.chrome.android,Chrome,10080,24408727,6102181,30510908,WIFI,0
28504,1779969934731,2026-05-28T20:05:34.731251,device-uuid-tester-104,com.tencent.ig,PUBG Mobile,10352,36373274,9093318,45466592,WIFI,0
44941,1779974254731,2026-05-28T21:17:34.731251,device-uuid-tester-104,com.tencent.ig,PUBG Mobile,10352,5547397,1386849,6934247,MOBILE,0
27128,1779978574731,2026-05-28T22:29:34.731251,device-uuid-tester-104,com.chrome.android,Chrome,10080,29716714,7429178,37145893,MOBILE,0
37288,1779982894731,2026-05-28T23:41:34.731251,device-uuid-tester-104,com.chrome.android,Chrome,10080,26324964,6581241,32906205,WIFI,0
94074,1779987214731,2026-05-29T00:53:34.731251,device-uuid-tester-104,com.google.android.youtube,YouTube,10101,30337950,7584487,37922437,WIFI,0
64079,1779991534731,2026-05-29T02:05:34.731251,device-uuid-tester-104,com.chrome.android,Chrome,10080,20041064,5010266,25051330,MOBILE,0
14222,1779995854731,2026-05-29T03:17:34.731251,device-uuid-tester-104,com.instagram.android,Instagram,10246,23679993,5919998,29599992,WIFI,0
85498,1780000174731,2026-05-29T04:29:34.731251,device-uuid-tester-104,com.google.android.youtube,YouTube,10101,8161645,2040411,10202056,WIFI,0
82450,1780004494731,2026-05-29T05:41:34.731251,device-uuid-tester-104,com.tencent.ig,PUBG Mobile,10352,10134197,2533549,12667746,MOBILE,0
64407,1780008814731,2026-05-29T06:53:34.731251,device-uuid-tester-104,com.google.android.youtube,YouTube,10101,33869040,8467260,42336300,WIFI,0
73358,1780013134731,2026-05-29T08:05:34.731251,device-uuid-tester-104,com.spotify.music,Spotify,10299,20191971,5047992,25239964,MOBILE,0
99021,1780017454731,2026-05-29T09:17:34.731251,device-uuid-tester-104,com.instagram.android,Instagram,10246,3469908,867477,4337385,WIFI,0
15394,1780021774731,2026-05-29T10:29:34.731251,device-uuid-tester-104,com.spotify.music,Spotify,10299,27373920,6843480,34217400,WIFI,0
59232,1780026094731,2026-05-29T11:41:34.731251,device-uuid-tester-104,com.google.android.youtube,YouTube,10101,26049965,6512491,32562457,MOBILE,0
