id,timestamp,datetime,device_id,package_name,app_name,uid,bytes_rx,bytes_tx,bytes_total,network_type,is_system_app
1,1774972800000,2026-04-01T00:00:00,mock-device-uuid-12345,com.android.chrome,Chrome,10080,0,0,0,MOBILE,0
2,1774972800000,2026-04-01T00:00:00,mock-device-uuid-12345,com.facebook.katana,Facebook,10245,0,0,0,MOBILE,0
3,1774972800000,2026-04-01T00:00:00,mock-device-uuid-12345,com.spotify.music,Spotify,10299,0,0,0,MOBILE,0
4,1774972800000,2026-04-01T00:00:00,mock-device-uuid-12345,com.tencent.ig,PUBG Mobile,10352,0,0,0,MOBILE,0
5,1774976400000,2026-04-01T01:00:00,mock-device-uuid-12345,com.facebook.katana,Facebook,10245,0,0,0,MOBILE,0
6,1774976400000,2026-04-01T01:00:00,mock-device-uuid-12345,com.spotify.music,Spotify,10299,0,0,0,MOBILE,0
7,1774976400000,2026-04-01T01:00:00,mock-device-uuid-12345,com.android.chrome,Chrome,10080,0,0,0,MOBILE,0
8,1774976400000,2026-04-01T01:00:00,mock-device-uuid-12345,com.tencent.ig,PUBG Mobile,10352,0,0,0,MOBILE,0
9,1774980000000,2026-04-01T02:00:00,mock-device-uuid-12345,com.google.android.youtube,YouTube,10101,890430,213482,1103912,MOBILE,0
10,1774980000000,2026-04-01T02:00:00,mock-device-uuid-12345,com.zhiliaoapp.musically,TikTok,10310,657229,36268,693497,MOBILE,0
11,1774980000000,2026-04-01T02:00:00,mock-device-uuid-12345,com.spotify.music,Spotify,10299,1546806,108116,1654922,MOBILE,0
12,1774983600000,2026-04-01T03:00:00,mock-device-uuid-12345,com.zhiliaoapp.musically,TikTok,10310,700735,86156,786891,MOBILE,0
13,1774983600000,2026-04-01T03:00:00,mock-device-uuid-12345,com.instagram.android,Instagram,10246,273375,23293,296668,MOBILE,0
14,1774983600000,2026-04-01T03:00:00,mock-device-uuid-12345,com.facebook.katana,Facebook,10245,730306,105801,836107,MOBILE,0
15,1774983600000,2026-04-01T03:00:00,mock-device-uuid-12345,com.google.android.youtube,YouTube,10101,658365,63319,721684,MOBILE,0
16,1774983600000,2026-04-01T03:00:00,mock-device-uuid-12345,com.android.chrome,Chrome,10080,586328,110567,696895,MOBILE,0
17,1774987200000,2026-04-01T04:00:00,mock-device-uuid-12345,com.android.chrome,Chrome,10080,482277,36870,519147,MOBILE,0
18,1774987200000,2026-04-01T04:00:00,mock-device-uuid-12345,com.facebook.katana,Facebook,10245,2143450,445486,2588936,MOBILE,0
19,1774990800000,2026-04-01T05:00:00,mock-device-uuid-12345,com.spotify.music,Spotify,10299,3713658,205480,3919138,MOBILE,0
20,1774990800000,2026-04-01T05:00:00,mock-device-uuid-12345,com.google.android.youtube,YouTube,10101,6629095,708339,7337434,MOBILE,0
21,1774990800000,2026-04-01T05:00:00,mock-device-uuid-12345,com.tencent.ig,PUBG Mobile,10352,2585973,347685,2933658,MOBILE,0
22,1774990800000,2026-04-01T05:00:00,mock-device-uuid-12345,com.android.chrome,Chrome,10080,461975,113874,575849,MOBILE,0
23,1774990800000,2026-04-01T05:00:00,mock-device-uuid-12345,com.zhiliaoapp.musically,TikTok,10310,1702483,116448,1818931,MOBILE,0
24,1774994400000,2026-04-01T06:00:00,mock-device-uuid-12345,com.spotify.music,Spotify,10299,2878142,667655,3545797,MOBILE,0
25,1774994400000,2026-04-01T06:00:00,mock-device-uuid-12345,com.zhiliaoapp.musically,TikTok,10310,27057865,5320446,32378311,MOBILE,0
26,1774998000000,2026-04-01T07:00:00,mock-device-uuid-12345,com.tencent.ig,PUBG Mobile,10352,25973415,5053309,31026724,MOBILE,0
27,1774998000000,2026-04-01T07:00:00,mock-device-uuid-12345,com.facebook.katana,Facebook,10245,7750692,947294,8697986,MOBILE,0
28,1774998000000,2026-04-01T07:00:00,mock-device-uuid-12345,com.google.android.youtube,YouTube,10101,1143913,139958,1283871,MOBILE,0
29,1774998000000,2026-04-01T07:00:00,mock-device-uuid-12345,com.android.chrome,Chrome,10080,12542585,2298820,14841405,MOBILE,0
30,1775001600000,2026-04-01T08:00:00,mock-device-uuid-12345,com.android.chrome,Chrome,10080,31953799,7815352,39769151,MOBILE,0
31,1775001600000,2026-04-01T08:00:00,mock-device-uuid-12345,com.instagram.android,Instagram,10246,11826073,2583867,14409940,MOBILE,0
32,1775001600000,2026-04-01T08:00:00,mock-device-uuid-12345,com.facebook.katana,Facebook,10245,2646594,563278,3209872,MOBILE,0
33,1775001600000,2026-04-01T08:00:00,mock-device-uuid-12345,com.google.android.youtube,YouTube,10101,6118679,1218330,7337009,MOBILE,0
34,1775005200000,2026-04-01T09:00:00,mock-device-uuid-12345,com.tencent.ig,PUBG Mobile,10352,18482599,4251480,22734079,MOBILE,0
35,1775005200000,2026-04-01T09:00:00,mock-device-uuid-12345,com.android.chrome,Chrome,10080,4945396,297506,5242902,MOBILE,0
36,1775005200000,2026-04-01T09:00:00,mock-device-uuid-12345,com.facebook.katana,Facebook,10245,8885569,1357040,10242609,MOBILE,0
37,1775005200000,2026-04-01T09:00:00,mock-device-uuid-12345,com.zhiliaoapp.musically,TikTok,10310,32880706,5663435,38544141,MOBILE,0
38,1775008800000,2026-04-01T10:00:00,mock-device-uuid-12345,com.facebook.katana,Facebook,10245,3468416,389823,3858239,MOBILE,0
39,1775008800000,2026-04-01T10:00:00,mock-device-uuid-12345,com.android.chrome,Chrome,10080,47042552,2937818,49980370,MOBILE,0
40,1775012400000,2026-04-01T11:00:00,mock-device-uuid-12345,com.tencent.ig,PUBG Mobile,10352,15977227,2736024,18713251,MOBILE,0
41,1775012400000,2026-04-01T11:00:00,mock-device-uuid-12345,com.android.chrome,Chrome,10080,19683303,3924077,23607380,MOBILE,0
42,1775016000000,2026-04-01T12:00:00,mock-device-uuid-12345,com.spotify.music,Spotify,10299,19556158,3483123,23039281,MOBILE,0
43,1775016000000,2026-04-01T12:00:00,mock-device-uuid-12345,com.google.android.youtube,YouTube,10101,15521138,1007450,16528588,MOBILE,0
44,1775016000000,2026-04-01T12:00:00,mock-device-uuid-12345,com.zhiliaoapp.musically,TikTok,10310,2311972,493131,2805103,MOBILE,0
45,1775016000000,2026-04-01T12:00:00,mock-device-uuid-12345,com.instagram.android,Instagram,10246,5308503,1090641,6399144,MOBILE,0
46,1775016000000,2026-04-01T12:00:00,mock-device-uuid-12345,com.tencent.ig,PUBG Mobile,10352,21793240,3985774,25779014,MOBILE,0
47,1775019600000,2026-04-01T13:00:00,mock-device-uuid-12345,com.tencent.ig,PUBG Mobile,10352,17593456,2179077,19772533,MOBILE,0
48,1775019600000,2026-04-01T13:00:00,mock-device-uuid-12345,com.zhiliaoapp.musically,TikTok,10310,4425823,992340,5418163,MOBILE,0
49,1775019600000,2026-04-01T13:00:00,mock-device-uuid-12345,com.google.android.youtube,YouTube,10101,4272482,474819,4747301,MOBILE,0
50,1775023200000,2026-04-01T14:00:00,mock-device-uuid-12345,com.tencent.ig,PUBG Mobile,10352,29208139,4702798,33910937,MOBILE,0
